"","Monocyte","Neutrophil","Undifferentiated","Other","Monocyte_proportion","Neutrophil_proportion","Undifferentiated_proportion","Other_proportion","lineage_size","entropy"
"Lineage_510",0,30,1,0,0,0.967741935483871,0.032258064516129,0,31,0.119116026655648
"Lineage_5100",22,0,4,0,0.846153846153846,0,0.153846153846154,0,26,0.391243563629256
"Lineage_5104",9,2,2,0,0.692307692307692,0.153846153846154,0.153846153846154,0,13,0.779349837292085
"Lineage_5106",0,0,4,0,0,0,1,0,4,1
"Lineage_5107",0,7,0,0,0,1,0,0,7,0
"Lineage_5109",12,5,4,0,0.571428571428571,0.238095238095238,0.19047619047619,0,21,0.91829583405449
"Lineage_5111",0,0,0,4,0,0,0,1,4,NA
"Lineage_5112",6,2,15,0,0.260869565217391,0.0869565217391304,0.652173913043478,0,23,0.978070970973496
"Lineage_5113",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_5115",0,0,4,0,0,0,1,0,4,1
"Lineage_5117",0,0,0,2,0,0,0,1,2,NA
"Lineage_512",0,1,0,0,0,1,0,0,1,0
"Lineage_5126",0,0,8,2,0,0,0.8,0.2,10,NA
"Lineage_5127",0,0,8,1,0,0,0.888888888888889,0.111111111111111,9,NA
"Lineage_5129",1,0,0,0,1,0,0,0,1,0
"Lineage_513",3,0,0,1,0.75,0,0,0.25,4,NA
"Lineage_5130",12,1,0,0,0.923076923076923,0.0769230769230769,0,0,13,0.391243563629256
"Lineage_5131",1,0,0,0,1,0,0,0,1,0
"Lineage_5133",15,0,1,0,0.9375,0,0.0625,0,16,0.200622324312715
"Lineage_5135",0,0,6,14,0,0,0.3,0.7,20,NA
"Lineage_5136",0,0,30,0,0,0,1,0,30,1
"Lineage_5137",1,29,0,0,0.0333333333333333,0.966666666666667,0,0,30,0.210842300318532
"Lineage_5138",0,3,0,0,0,1,0,0,3,0
"Lineage_514",2,0,0,0,1,0,0,0,2,0
"Lineage_5141",0,0,0,3,0,0,0,1,3,NA
"Lineage_5143",0,0,8,0,0,0,1,0,8,1
"Lineage_5144",0,6,0,0,0,1,0,0,6,0
"Lineage_5145",0,0,0,2,0,0,0,1,2,NA
"Lineage_5147",3,0,1,0,0.75,0,0.25,0,4,0.543564443199596
"Lineage_5150",0,0,0,93,0,0,0,1,93,NA
"Lineage_5152",4,0,0,0,1,0,0,0,4,0
"Lineage_5153",0,0,5,1,0,0,0.833333333333333,0.166666666666667,6,NA
"Lineage_5154",0,0,0,7,0,0,0,1,7,NA
"Lineage_5155",1,10,0,0,0.0909090909090909,0.909090909090909,0,0,11,0.439496986921513
"Lineage_5156",0,0,0,13,0,0,0,1,13,NA
"Lineage_5159",0,0,1,3,0,0,0.25,0.75,4,NA
"Lineage_516",0,0,0,8,0,0,0,1,8,NA
"Lineage_5165",0,1,0,0,0,1,0,0,1,0
"Lineage_5168",0,0,7,0,0,0,1,0,7,1
"Lineage_5169",0,0,1,0,0,0,1,0,1,1
"Lineage_5172",0,0,1,0,0,0,1,0,1,1
"Lineage_5178",0,0,0,9,0,0,0,1,9,NA
"Lineage_5180",0,0,20,0,0,0,1,0,20,1
"Lineage_5181",0,0,3,3,0,0,0.5,0.5,6,NA
"Lineage_5182",0,0,0,3,0,0,0,1,3,NA
"Lineage_5183",0,1,5,0,0,0.166666666666667,0.833333333333333,0,6,0.979868756651153
"Lineage_5186",10,0,1,0,0.909090909090909,0,0.0909090909090909,0,11,0.266764987803026
"Lineage_5189",0,0,6,0,0,0,1,0,6,1
"Lineage_519",0,0,5,0,0,0,1,0,5,1
"Lineage_5191",1,0,0,0,1,0,0,0,1,0
"Lineage_5195",4,0,0,0,1,0,0,0,4,0
"Lineage_5196",5,0,1,0,0.833333333333333,0,0.166666666666667,0,6,0.413816850303634
"Lineage_5197",0,0,1,5,0,0,0.166666666666667,0.833333333333333,6,NA
"Lineage_5198",0,0,0,15,0,0,0,1,15,NA
"Lineage_5199",0,0,28,0,0,0,1,0,28,1
"Lineage_52",0,9,5,0,0,0.642857142857143,0.357142857142857,0,14,0.676941869780886
"Lineage_5202",6,0,1,0,0.857142857142857,0,0.142857142857143,0,7,0.371232326640876
"Lineage_5203",0,0,7,0,0,0,1,0,7,1
"Lineage_5205",3,1,0,0,0.75,0.25,0,0,4,0.811278124459133
"Lineage_5206",17,0,0,0,1,0,0,0,17,0
"Lineage_5209",31,62,8,1,0.303921568627451,0.607843137254902,0.0784313725490196,0.00980392156862745,102,NA
"Lineage_521",16,0,3,0,0.842105263157895,0,0.157894736842105,0,19,0.398459274095236
"Lineage_5211",0,1,5,0,0,0.166666666666667,0.833333333333333,0,6,0.979868756651153
"Lineage_5218",0,0,4,0,0,0,1,0,4,1
"Lineage_522",0,12,0,0,0,1,0,0,12,0
"Lineage_5221",0,0,6,0,0,0,1,0,6,1
"Lineage_5225",17,0,1,0,0.944444444444444,0,0.0555555555555556,0,18,0.183122068301373
"Lineage_5227",1,0,0,0,1,0,0,0,1,0
"Lineage_5230",8,0,0,0,1,0,0,0,8,0
"Lineage_5231",16,0,1,0,0.941176470588235,0,0.0588235294117647,0,17,0.191433254814193
"Lineage_5233",0,2,1,0,0,0.666666666666667,0.333333333333333,0,3,0.650022421648354
"Lineage_5236",0,0,21,35,0,0,0.375,0.625,56,NA
"Lineage_5243",4,0,1,0,0.8,0,0.2,0,5,0.468995593589281
"Lineage_5246",0,0,8,0,0,0,1,0,8,1
"Lineage_5249",0,0,3,1,0,0,0.75,0.25,4,NA
"Lineage_5250",0,0,7,0,0,0,1,0,7,1
"Lineage_5251",0,0,5,0,0,0,1,0,5,1
"Lineage_5252",0,0,22,0,0,0,1,0,22,1
"Lineage_5254",0,0,1,0,0,0,1,0,1,1
"Lineage_5256",0,4,0,0,0,1,0,0,4,0
"Lineage_5260",2,1,2,0,0.4,0.2,0.4,0,5,0.970950594454669
"Lineage_5263",0,0,1,9,0,0,0.1,0.9,10,NA
"Lineage_5264",0,0,0,4,0,0,0,1,4,NA
"Lineage_5265",0,1,0,0,0,1,0,0,1,0
"Lineage_5266",1,0,1,0,0.5,0,0.5,0,2,0.811278124459133
"Lineage_5269",0,0,5,0,0,0,1,0,5,1
"Lineage_5273",0,7,5,17,0,0.241379310344828,0.172413793103448,0.586206896551724,29,NA
"Lineage_5275",10,0,1,0,0.909090909090909,0,0.0909090909090909,0,11,0.266764987803026
"Lineage_5276",0,0,1,7,0,0,0.125,0.875,8,NA
"Lineage_5277",0,0,0,4,0,0,0,1,4,NA
"Lineage_5278",18,0,2,0,0.9,0,0.1,0,20,0.286396957115956
"Lineage_528",6,2,2,0,0.6,0.2,0.2,0,10,0.881290899230693
"Lineage_5280",0,0,18,0,0,0,1,0,18,1
"Lineage_5281",1,0,0,17,0.0555555555555556,0,0,0.944444444444444,18,NA
"Lineage_5283",0,0,0,4,0,0,0,1,4,NA
"Lineage_5287",18,0,1,0,0.947368421052632,0,0.0526315789473684,0,19,0.175565025857503
"Lineage_5288",0,0,0,18,0,0,0,1,18,NA
"Lineage_529",24,0,18,0,0.571428571428571,0,0.428571428571429,0,42,0.74959525725948
"Lineage_5290",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_5291",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_5293",0,0,6,0,0,0,1,0,6,1
"Lineage_5294",0,0,1,8,0,0,0.111111111111111,0.888888888888889,9,NA
"Lineage_5295",0,0,1,19,0,0,0.05,0.95,20,NA
"Lineage_5296",0,0,7,0,0,0,1,0,7,1
"Lineage_53",0,0,0,8,0,0,0,1,8,NA
"Lineage_5301",1,1,2,0,0.25,0.25,0.5,0,4,1
"Lineage_5302",0,0,15,44,0,0,0.254237288135593,0.745762711864407,59,NA
"Lineage_5305",0,0,6,18,0,0,0.25,0.75,24,NA
"Lineage_5308",0,1,0,0,0,1,0,0,1,0
"Lineage_5309",0,16,5,0,0,0.761904761904762,0.238095238095238,0,21,0.526617065571428
"Lineage_531",0,0,0,16,0,0,0,1,16,NA
"Lineage_5310",0,0,1,3,0,0,0.25,0.75,4,NA
"Lineage_5311",0,1,0,0,0,1,0,0,1,0
"Lineage_5313",0,15,2,2,0,0.789473684210526,0.105263157894737,0.105263157894737,19,NA
"Lineage_5316",0,0,5,0,0,0,1,0,5,1
"Lineage_5319",0,0,6,0,0,0,1,0,6,1
"Lineage_5320",0,1,6,0,0,0.142857142857143,0.857142857142857,0,7,0.985228136034252
"Lineage_5322",0,1,3,0,0,0.25,0.75,0,4,0.954434002924965
"Lineage_5326",11,0,4,0,0.733333333333333,0,0.266666666666667,0,15,0.566509506552905
"Lineage_5328",4,0,0,0,1,0,0,0,4,0
"Lineage_533",0,0,10,0,0,0,1,0,10,1
"Lineage_5330",0,4,0,0,0,1,0,0,4,0
"Lineage_5332",0,0,1,0,0,0,1,0,1,1
"Lineage_5333",0,0,7,0,0,0,1,0,7,1
"Lineage_5335",6,7,1,0,0.428571428571429,0.5,0.0714285714285714,0,14,0.996316519558962
"Lineage_5336",0,0,4,0,0,0,1,0,4,1
"Lineage_5338",0,0,1,2,0,0,0.333333333333333,0.666666666666667,3,NA
"Lineage_534",5,0,0,0,1,0,0,0,5,0
"Lineage_5345",0,5,0,0,0,1,0,0,5,0
"Lineage_5354",0,2,0,0,0,1,0,0,2,0
"Lineage_5355",7,0,0,0,1,0,0,0,7,0
"Lineage_5359",0,0,11,0,0,0,1,0,11,1
"Lineage_5362",0,0,1,0,0,0,1,0,1,1
"Lineage_537",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_5371",0,0,8,0,0,0,1,0,8,1
"Lineage_5372",0,0,3,0,0,0,1,0,3,1
"Lineage_5375",0,0,12,24,0,0,0.333333333333333,0.666666666666667,36,NA
"Lineage_538",0,0,7,0,0,0,1,0,7,1
"Lineage_5380",0,2,0,0,0,1,0,0,2,0
"Lineage_5384",1,2,6,0,0.111111111111111,0.222222222222222,0.666666666666667,0,9,0.991076059838222
"Lineage_5385",19,0,10,0,0.655172413793103,0,0.344827586206897,0,29,0.663196840239829
"Lineage_5387",5,1,3,0,0.555555555555556,0.111111111111111,0.333333333333333,0,9,0.852405178649479
"Lineage_5393",0,0,1,0,0,0,1,0,1,1
"Lineage_5396",0,2,0,7,0,0.222222222222222,0,0.777777777777778,9,NA
"Lineage_5399",0,0,26,0,0,0,1,0,26,1
"Lineage_54",8,0,7,0,0.533333333333333,0,0.466666666666667,0,15,0.783776947484701
"Lineage_5401",5,0,0,0,1,0,0,0,5,0
"Lineage_5403",0,0,1,0,0,0,1,0,1,1
"Lineage_5404",11,5,18,0,0.323529411764706,0.147058823529412,0.529411764705882,0,34,0.977417817528172
"Lineage_5405",7,0,1,0,0.875,0,0.125,0,8,0.337290066617014
"Lineage_5408",0,0,3,0,0,0,1,0,3,1
"Lineage_5410",0,0,4,0,0,0,1,0,4,1
"Lineage_5411",0,0,0,5,0,0,0,1,5,NA
"Lineage_5413",10,0,5,0,0.666666666666667,0,0.333333333333333,0,15,0.650022421648354
"Lineage_5414",4,0,4,0,0.5,0,0.5,0,8,0.811278124459133
"Lineage_5417",0,0,5,0,0,0,1,0,5,1
"Lineage_5424",0,0,0,4,0,0,0,1,4,NA
"Lineage_5425",0,0,4,0,0,0,1,0,4,1
"Lineage_5430",0,0,7,0,0,0,1,0,7,1
"Lineage_5433",2,0,8,4,0.142857142857143,0,0.571428571428571,0.285714285714286,14,NA
"Lineage_5435",3,0,2,0,0.6,0,0.4,0,5,0.721928094887362
"Lineage_5436",0,4,0,0,0,1,0,0,4,0
"Lineage_5437",0,0,5,3,0,0,0.625,0.375,8,NA
"Lineage_544",0,0,3,4,0,0,0.428571428571429,0.571428571428571,7,NA
"Lineage_5441",0,0,0,3,0,0,0,1,3,NA
"Lineage_5446",0,5,0,0,0,1,0,0,5,0
"Lineage_5450",10,0,0,0,1,0,0,0,10,0
"Lineage_5453",0,0,0,6,0,0,0,1,6,NA
"Lineage_5455",24,0,10,5,0.615384615384615,0,0.256410256410256,0.128205128205128,39,NA
"Lineage_5456",0,0,4,0,0,0,1,0,4,1
"Lineage_5461",0,0,0,1,0,0,0,1,1,NA
"Lineage_5462",8,0,0,0,1,0,0,0,8,0
"Lineage_5464",0,0,13,0,0,0,1,0,13,1
"Lineage_547",0,0,0,1,0,0,0,1,1,NA
"Lineage_5470",7,0,2,0,0.777777777777778,0,0.222222222222222,0,9,0.503258334775646
"Lineage_5473",12,0,3,0,0.8,0,0.2,0,15,0.468995593589281
"Lineage_5474",3,0,3,0,0.5,0,0.5,0,6,0.811278124459133
"Lineage_5476",0,0,0,1,0,0,0,1,1,NA
"Lineage_5477",0,0,8,4,0,0,0.666666666666667,0.333333333333333,12,NA
"Lineage_548",1,1,0,0,0.5,0.5,0,0,2,1
"Lineage_5480",11,4,4,1,0.55,0.2,0.2,0.05,20,NA
"Lineage_5483",0,1,31,1,0,0.0303030303030303,0.939393939393939,0.0303030303030303,33,NA
"Lineage_5485",10,0,1,0,0.909090909090909,0,0.0909090909090909,0,11,0.266764987803026
"Lineage_5487",0,0,0,10,0,0,0,1,10,NA
"Lineage_549",5,0,2,0,0.714285714285714,0,0.285714285714286,0,7,0.591672778582327
"Lineage_5490",29,0,7,0,0.805555555555556,0,0.194444444444444,0,36,0.460127886147135
"Lineage_5491",0,0,4,0,0,0,1,0,4,1
"Lineage_5492",0,10,4,0,0,0.714285714285714,0.285714285714286,0,14,0.591672778582327
"Lineage_5493",0,0,3,0,0,0,1,0,3,1
"Lineage_5494",0,0,0,5,0,0,0,1,5,NA
"Lineage_5500",0,0,4,0,0,0,1,0,4,1
"Lineage_5501",3,0,0,0,1,0,0,0,3,0
"Lineage_5503",0,2,10,0,0,0.166666666666667,0.833333333333333,0,12,0.979868756651153
"Lineage_5510",0,0,0,2,0,0,0,1,2,NA
"Lineage_5512",7,0,0,0,1,0,0,0,7,0
"Lineage_5513",0,0,1,14,0,0,0.0666666666666667,0.933333333333333,15,NA
"Lineage_5514",2,0,3,0,0.4,0,0.6,0,5,0.881290899230693
"Lineage_5518",0,0,17,0,0,0,1,0,17,1
"Lineage_552",10,1,1,0,0.833333333333333,0.0833333333333333,0.0833333333333333,0,12,0.543564443199596
"Lineage_5523",0,0,19,0,0,0,1,0,19,1
"Lineage_5524",0,4,0,0,0,1,0,0,4,0
"Lineage_5526",17,0,0,0,1,0,0,0,17,0
"Lineage_5527",0,0,2,5,0,0,0.285714285714286,0.714285714285714,7,NA
"Lineage_5528",0,0,8,0,0,0,1,0,8,1
"Lineage_5529",0,2,0,0,0,1,0,0,2,0
"Lineage_5537",0,1,7,0,0,0.125,0.875,0,8,0.988699408288497
"Lineage_554",0,0,8,0,0,0,1,0,8,1
"Lineage_5542",0,0,15,0,0,0,1,0,15,1
"Lineage_5543",1,0,0,0,1,0,0,0,1,0
"Lineage_5544",12,0,3,0,0.8,0,0.2,0,15,0.468995593589281
"Lineage_5547",0,1,0,0,0,1,0,0,1,0
"Lineage_5551",0,0,3,0,0,0,1,0,3,1
"Lineage_5553",0,3,0,0,0,1,0,0,3,0
"Lineage_5555",0,0,6,0,0,0,1,0,6,1
"Lineage_5556",6,1,1,0,0.75,0.125,0.125,0,8,0.696212260125146
"Lineage_556",1,0,5,0,0.166666666666667,0,0.833333333333333,0,6,0.979868756651153
"Lineage_5563",25,6,1,0,0.78125,0.1875,0.03125,0,32,0.728134237869055
"Lineage_5566",0,0,4,2,0,0,0.666666666666667,0.333333333333333,6,NA
"Lineage_5567",0,2,8,0,0,0.2,0.8,0,10,0.970950594454669
"Lineage_5568",0,0,6,4,0,0,0.6,0.4,10,NA
"Lineage_5569",0,0,23,0,0,0,1,0,23,1
"Lineage_557",15,0,5,0,0.75,0,0.25,0,20,0.543564443199596
"Lineage_5571",1,0,0,0,1,0,0,0,1,0
"Lineage_5573",5,0,0,0,1,0,0,0,5,0
"Lineage_5577",3,0,5,0,0.375,0,0.625,0,8,0.896038232534557
"Lineage_5578",0,0,26,1,0,0,0.962962962962963,0.037037037037037,27,NA
"Lineage_558",0,0,5,0,0,0,1,0,5,1
"Lineage_5583",1,3,0,0,0.25,0.75,0,0,4,0.811278124459133
"Lineage_5584",0,0,6,0,0,0,1,0,6,1
"Lineage_5585",0,3,0,0,0,1,0,0,3,0
"Lineage_5589",0,0,8,0,0,0,1,0,8,1
"Lineage_559",0,0,13,0,0,0,1,0,13,1
"Lineage_5591",0,29,0,0,0,1,0,0,29,0
"Lineage_5593",0,5,1,1,0,0.714285714285714,0.142857142857143,0.142857142857143,7,NA
"Lineage_5596",1,10,0,1,0.0833333333333333,0.833333333333333,0,0.0833333333333333,12,NA
"Lineage_56",2,4,2,0,0.25,0.5,0.25,0,8,0.954434002924965
"Lineage_560",0,21,2,0,0,0.91304347826087,0.0869565217391304,0,23,0.258018668664815
"Lineage_5600",0,2,2,0,0,0.5,0.5,0,4,0.811278124459133
"Lineage_5601",4,0,0,0,1,0,0,0,4,0
"Lineage_5603",0,1,0,0,0,1,0,0,1,0
"Lineage_5604",2,0,0,0,1,0,0,0,2,0
"Lineage_5605",1,0,0,0,1,0,0,0,1,0
"Lineage_5606",0,10,4,0,0,0.714285714285714,0.285714285714286,0,14,0.591672778582327
"Lineage_5609",0,18,1,29,0,0.375,0.0208333333333333,0.604166666666667,48,NA
"Lineage_5611",0,1,0,0,0,1,0,0,1,0
"Lineage_5614",0,0,1,0,0,0,1,0,1,1
"Lineage_5617",0,1,3,4,0,0.125,0.375,0.5,8,NA
"Lineage_5618",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_5621",0,0,1,0,0,0,1,0,1,1
"Lineage_5622",0,2,3,0,0,0.4,0.6,0,5,0.881290899230693
"Lineage_5623",0,0,3,10,0,0,0.230769230769231,0.769230769230769,13,NA
"Lineage_5624",8,0,2,0,0.8,0,0.2,0,10,0.468995593589281
"Lineage_5626",0,0,1,16,0,0,0.0588235294117647,0.941176470588235,17,NA
"Lineage_5629",0,0,0,1,0,0,0,1,1,NA
"Lineage_5633",0,2,0,0,0,1,0,0,2,0
"Lineage_5634",0,0,4,0,0,0,1,0,4,1
"Lineage_5638",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_564",0,0,4,0,0,0,1,0,4,1
"Lineage_5641",0,0,5,0,0,0,1,0,5,1
"Lineage_5642",3,3,1,0,0.428571428571429,0.428571428571429,0.142857142857143,0,7,1
"Lineage_5643",4,2,1,0,0.571428571428571,0.285714285714286,0.142857142857143,0,7,0.940285958670631
"Lineage_5645",0,0,8,0,0,0,1,0,8,1
"Lineage_5648",0,0,1,0,0,0,1,0,1,1
"Lineage_5649",0,2,5,0,0,0.285714285714286,0.714285714285714,0,7,0.940285958670631
"Lineage_565",0,4,0,0,0,1,0,0,4,0
"Lineage_5650",0,7,0,0,0,1,0,0,7,0
"Lineage_5657",0,3,0,0,0,1,0,0,3,0
"Lineage_5658",0,0,0,4,0,0,0,1,4,NA
"Lineage_5661",0,0,4,0,0,0,1,0,4,1
"Lineage_5663",1,0,0,28,0.0344827586206897,0,0,0.96551724137931,29,NA
"Lineage_5669",2,9,11,0,0.0909090909090909,0.409090909090909,0.5,0,22,0.92568598698213
"Lineage_567",0,7,0,0,0,1,0,0,7,0
"Lineage_5672",0,5,8,0,0,0.384615384615385,0.615384615384615,0,13,0.890491640219491
"Lineage_5673",0,0,2,0,0,0,1,0,2,1
"Lineage_5674",0,0,1,10,0,0,0.0909090909090909,0.909090909090909,11,NA
"Lineage_5678",0,0,0,5,0,0,0,1,5,NA
"Lineage_5680",0,0,5,0,0,0,1,0,5,1
"Lineage_5682",0,0,9,0,0,0,1,0,9,1
"Lineage_5684",0,10,0,0,0,1,0,0,10,0
